;$FILEVERSION=1.1
;$STARTTIME=45822.7925831713
;
;   Start time: 14/06/2025 19:01:19.186.0
;   Generated by PCAN-View v5.3.0.942
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
  1269)      1970.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1270)      1971.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1271)      1971.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1272)      1972.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1273)      1972.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1274)      1973.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1275)      1974.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1276)      1974.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1277)      1975.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1278)      1975.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1279)      1976.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1280)      1977.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1281)      2009.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1282)      2010.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1283)      2010.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1284)      2011.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
  1285)      2011.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1286)      2012.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1287)      2012.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1288)      2013.4  Rx     1807F401  8  00 01 5C A8 02 A0 80 00 
  1289)      2014.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1290)      2014.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1291)      2015.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1292)      2015.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1293)      2016.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1294)      2016.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1295)      2017.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
  1296)      2017.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1297)      2018.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1298)      2018.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1299)      2019.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1300)      2020.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1301)      2020.5  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1302)      2021.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1303)      2021.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1304)      2022.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1305)      2022.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1306)      2023.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1307)      2024.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1308)      2024.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1309)      2025.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1310)      2025.8  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1311)      2026.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1312)      2027.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1313)      2059.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1314)      2060.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1315)      2060.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1316)      2061.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1317)      2061.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1318)      2062.3  Rx     1805F401  8  0C 93 08 0C 8D 08 01 00 
  1319)      2062.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1320)      2063.4  Rx     1807F401  8  00 01 5C A8 02 A0 80 00 
  1321)      2064.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1322)      2064.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1323)      2065.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1324)      2065.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1325)      2066.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1326)      2066.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1327)      2067.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1328)      2067.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1329)      2068.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1330)      2068.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1331)      2069.5  Rx     1819F401  8  92 08 90 08 92 08 93 08 
  1332)      2070.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1333)      2070.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1334)      2071.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1335)      2071.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1336)      2072.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1337)      2072.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1338)      2073.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1339)      2074.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1340)      2074.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1341)      2075.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1342)      2075.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1343)      2076.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1344)      2077.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1345)      2109.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1346)      2110.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1347)      2110.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1348)      2111.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1349)      2111.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1350)      2112.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1351)      2112.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1352)      2113.4  Rx     1807F401  8  00 01 5C A8 02 A0 80 00 
  1353)      2114.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1354)      2114.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1355)      2115.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1356)      2115.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1357)      2116.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1358)      2116.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1359)      2117.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1360)      2117.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1361)      2118.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1362)      2118.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1363)      2119.5  Rx     1819F401  8  92 08 91 08 93 08 93 08 
  1364)      2120.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1365)      2120.5  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1366)      2121.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1367)      2121.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1368)      2122.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1369)      2122.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1370)      2123.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1371)      2124.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1372)      2124.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1373)      2125.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1374)      2125.8  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1375)      2126.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1376)      2127.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1377)      2159.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1378)      2160.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1379)      2160.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1380)      2161.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1381)      2161.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1382)      2162.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1383)      2162.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1384)      2163.4  Rx     1807F401  8  00 01 5C A8 02 A0 84 00 
  1385)      2164.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1386)      2164.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1387)      2165.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1388)      2165.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1389)      2166.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1390)      2166.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1391)      2167.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1392)      2167.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1393)      2168.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1394)      2168.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1395)      2169.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1396)      2170.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1397)      2170.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1398)      2171.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1399)      2171.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1400)      2172.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1401)      2172.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1402)      2173.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1403)      2174.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1404)      2174.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1405)      2175.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1406)      2175.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1407)      2176.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1408)      2177.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1409)      2209.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1410)      2210.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1411)      2210.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1412)      2211.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1413)      2211.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1414)      2212.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1415)      2212.9  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1416)      2213.4  Rx     1807F401  8  00 01 5C A8 02 A0 82 00 
  1417)      2214.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1418)      2214.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1419)      2215.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1420)      2215.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1421)      2216.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1422)      2216.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1423)      2217.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1424)      2217.9  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1425)      2218.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1426)      2218.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1427)      2219.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1428)      2220.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1429)      2220.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1430)      2221.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1431)      2221.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1432)      2222.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1433)      2222.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1434)      2223.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1435)      2224.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1436)      2224.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1437)      2225.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1438)      2225.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1439)      2226.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1440)      2227.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1441)      2259.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1442)      2260.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1443)      2260.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1444)      2261.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1445)      2261.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1446)      2262.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1447)      2262.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1448)      2263.4  Rx     1807F401  8  00 01 5C A8 02 A0 7F 00 
  1449)      2263.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1450)      2264.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1451)      2265.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1452)      2265.6  Rx     1812F401  8  93 08 98 08 86 08 90 08 
  1453)      2266.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1454)      2266.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1455)      2267.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1456)      2267.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1457)      2268.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1458)      2268.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1459)      2269.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1460)      2270.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1461)      2270.5  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1462)      2271.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1463)      2271.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1464)      2272.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1465)      2272.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1466)      2273.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1467)      2274.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1468)      2274.6  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1469)      2275.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1470)      2275.8  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1471)      2276.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1472)      2277.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1473)      2309.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1474)      2310.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1475)      2310.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1476)      2311.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
  1477)      2311.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1478)      2312.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1479)      2312.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1480)      2313.4  Rx     1807F401  8  00 01 5C A8 02 A0 7F 00 
  1481)      2313.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1482)      2314.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1483)      2315.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1484)      2315.6  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1485)      2316.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1486)      2316.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1487)      2317.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
  1488)      2317.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1489)      2318.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1490)      2318.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1491)      2319.4  Rx     1819F401  8  92 08 91 08 93 08 93 08 
  1492)      2320.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1493)      2320.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
  1494)      2321.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1495)      2321.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1496)      2322.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1497)      2322.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1498)      2323.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1499)      2324.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1500)      2324.6  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1501)      2325.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1502)      2325.8  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1503)      2326.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1504)      2327.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1505)      2359.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1506)      2360.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1507)      2360.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1508)      2361.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1509)      2361.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1510)      2362.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1511)      2362.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1512)      2363.4  Rx     1807F401  8  00 01 5C A8 02 A0 7F 00 
  1513)      2363.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1514)      2364.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1515)      2365.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1516)      2365.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1517)      2366.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1518)      2366.8  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1519)      2367.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1520)      2367.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1521)      2368.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1522)      2368.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1523)      2369.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1524)      2370.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1525)      2370.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
  1526)      2371.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1527)      2371.8  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1528)      2372.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1529)      2372.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1530)      2373.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1531)      2374.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1532)      2374.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1533)      2375.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1534)      2375.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1535)      2376.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1536)      2377.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1537)      2409.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1538)      2410.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1539)      2410.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1540)      2411.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1541)      2411.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1542)      2412.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1543)      2412.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1544)      2413.4  Rx     1807F401  8  00 01 5C A8 02 A0 7F 00 
  1545)      2413.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1546)      2414.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1547)      2415.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1548)      2415.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1549)      2416.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1550)      2416.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1551)      2417.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1552)      2417.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1553)      2418.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1554)      2418.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1555)      2419.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1556)      2420.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1557)      2420.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
  1558)      2421.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1559)      2421.8  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1560)      2422.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1561)      2422.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1562)      2423.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1563)      2424.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1564)      2424.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1565)      2425.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1566)      2425.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1567)      2426.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1568)      2427.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1569)      2459.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1570)      2460.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1571)      2460.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1572)      2461.1  Rx     1803F401  8  0C 95 08 04 8B 08 0C 00 
  1573)      2461.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1574)      2462.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1575)      2462.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1576)      2463.4  Rx     1807F401  8  00 01 5C A8 02 A0 7F 00 
  1577)      2464.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1578)      2464.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1579)      2465.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1580)      2465.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1581)      2466.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1582)      2466.7  Rx     1814F401  8  94 08 91 08 91 08 95 08 
  1583)      2467.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
  1584)      2467.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1585)      2468.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1586)      2468.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
  1587)      2469.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
  1588)      2470.0  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
  1589)      2470.6  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
  1590)      2471.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
  1591)      2471.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
  1592)      2472.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
  1593)      2472.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
  1594)      2473.5  Rx     1827F401  8  00 00 00 00 00 00 00 00 
  1595)      2474.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
  1596)      2474.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
  1597)      2475.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
  1598)      2475.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
  1599)      2476.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
  1600)      2477.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
  1601)      2509.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
  1602)      2510.0  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
  1603)      2510.6  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
  1604)      2511.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
  1605)      2511.7  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
  1606)      2512.3  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
  1607)      2512.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
  1608)      2513.4  Rx     1807F401  8  00 01 5D A8 02 A0 7F 00 
  1609)      2514.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
  1610)      2514.6  Rx     1809F401  8  00 00 00 00 00 00 00 00 
  1611)      2515.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
  1612)      2515.7  Rx     1812F401  8  92 08 98 08 86 08 90 08 
  1613)      2516.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
  1614)      2516.7  Rx     1814F401  8  94 08 91 08 91 08 94 08 
  1615)      2517.3  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
  1616)      2517.8  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
  1617)      2518.4  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
  1618)      2518.9  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
